#TremblGeneID	Database_ID	E_value	Identity	Score	Annotation
T2_Unigene_BMK.31732	tr|M0XDM7|M0XDM7_HORVD	1e-97	136/137(99.27)	286	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.31788	tr|Q1XIR9|Q1XIR9_WHEAT	0.0	568/569(99.82)	1195	Beta-glucosidase (Precursor) GN=TaGlu1a OS=Triticum aestivum (Wheat) PE=2 SV=1
T2_Unigene_BMK.33372	tr|M1GSC4|M1GSC4_SORBI	9e-12	62/186(33.33)	66.2	Arginine/serine-rich splicing factor SR45 transcript VI GN=SR45 OS=Sorghum bicolor (Sorghum) PE=2 SV=1
T2_Unigene_BMK.33960	tr|M0XW87|M0XW87_HORVD	2e-83	116/119(97.48)	251	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.34046	tr|K9M2T4|K9M2T4_WHEAT	4e-40	66/81(81.48)	139	Defensin (Fragment) OS=Triticum aestivum (Wheat) PE=2 SV=1
T2_Unigene_BMK.34734	tr|B2KJ65|B2KJ65_HORVD	1e-85	123/136(90.44)	253	WRKY transcription factor 22 (Fragment) GN=WRKY22 OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.16750	tr|M0VD12|M0VD12_HORVD	0.0	330/388(85.05)	675	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.36225	tr|F2DMA8|F2DMA8_HORVD	5e-39	67/69(97.10)	134	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.36391	tr|F2DYL2|F2DYL2_HORVD	7e-52	79/81(97.53)	166	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.36896	tr|M0X090|M0X090_HORVD	2e-56	81/89(91.01)	176	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.37146	tr|Q9XEN6|Q9XEN6_WHEAT	7e-62	87/95(91.58)	196	Chitinase IV GN=Cht4 OS=Triticum aestivum (Wheat) PE=2 SV=1
T2_Unigene_BMK.37800	tr|Q58IJ6|Q58IJ6_HORVU	0.0	341/354(96.33)	690	UDP-D-glucose epimerase 1 GN=UGE1 OS=Hordeum vulgare (Barley) PE=2 SV=1
T2_Unigene_BMK.38426	tr|M0V427|M0V427_HORVD	7e-44	78/94(82.98)	155	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.38565	tr|B6T976|B6T976_MAIZE	6e-83	128/165(77.58)	253	MTN3 OS=Zea mays (Maize) PE=2 SV=1
T2_Unigene_BMK.38666	tr|M0X0I4|M0X0I4_HORVD	4e-91	132/143(92.31)	270	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.38696	tr|F2DKQ3|F2DKQ3_HORVD	6e-76	112/131(85.50)	226	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.39084	tr|F2DYU1|F2DYU1_HORVD	2e-42	77/97(79.38)	143	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.39248	tr|M0YLZ8|M0YLZ8_HORVD	3e-60	90/92(97.83)	188	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.39291	tr|M0XXE1|M0XXE1_HORVD	1e-105	146/148(98.65)	312	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.39610	tr|M0UGS3|M0UGS3_HORVD	1e-93	146/157(92.99)	287	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.39796	tr|F2D410|F2D410_HORVD	3e-63	103/139(74.10)	199	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.39836	tr|F2DUA1|F2DUA1_HORVD	0.0	296/333(88.89)	572	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.39858	tr|F2DA07|F2DA07_HORVD	9e-35	61/71(85.92)	120	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.40540	tr|M0YZ23|M0YZ23_HORVD	7e-72	111/125(88.80)	220	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.40607	tr|C0PJF1|C0PJF1_MAIZE	2e-17	87/333(26.13)	90.1	Uncharacterized protein OS=Zea mays (Maize) PE=2 SV=1
T2_Unigene_BMK.40691	tr|F2E7X8|F2E7X8_HORVD	0.0	358/361(99.17)	707	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.40761	tr|F2DDC1|F2DDC1_HORVD	1e-164	233/241(96.68)	474	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.40779	tr|M0WTH3|M0WTH3_HORVD	1e-180	257/259(99.23)	504	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.41011	tr|C4IZS6|C4IZS6_MAIZE	9e-26	72/177(40.68)	114	Uncharacterized protein OS=Zea mays (Maize) PE=2 SV=1
T2_Unigene_BMK.41160	tr|J3LBR7|J3LBR7_ORYBR	8e-06	41/129(31.78)	51.2	Uncharacterized protein (Fragment) GN=OB02G20840 OS=Oryza brachyantha PE=4 SV=1
T2_Unigene_BMK.41461	tr|F2EKT3|F2EKT3_HORVD	3e-15	72/211(34.12)	78.2	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.41785	tr|C5YY17|C5YY17_SORBI	0.0	251/394(63.71)	531	Putative uncharacterized protein Sb09g000636 (Fragment) GN=Sb09g000636 OS=Sorghum bicolor (Sorghum) PE=4 SV=1
T2_Unigene_BMK.42907	tr|M0Y6X3|M0Y6X3_HORVD	2e-45	75/78(96.15)	150	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.42908	tr|F2EIZ1|F2EIZ1_HORVD	9e-54	82/92(89.13)	172	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.43635	tr|M0Z320|M0Z320_HORVD	1e-157	227/257(88.33)	444	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.43747	tr|F2CRC1|F2CRC1_HORVD	1e-177	244/245(99.59)	498	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.44303	tr|G7JV58|G7JV58_MEDTR	3e-06	33/73(45.21)	47.0	Putative uncharacterized protein GN=MTR_4g093790 OS=Medicago truncatula (Barrel medic) PE=4 SV=1
T2_Unigene_BMK.45135	tr|E6Y2R6|E6Y2R6_WHEAT	1e-126	182/185(98.38)	365	UFG1 OS=Triticum aestivum (Wheat) PE=2 SV=1
T2_Unigene_BMK.45356	tr|K0GEH5|K0GEH5_WHEAT	1e-176	242/242(100.00)	493	Lipoxygenase (Fragment) GN=Lox1.1 OS=Triticum aestivum (Wheat) PE=3 SV=1
T2_Unigene_BMK.46568	tr|F2DWI6|F2DWI6_HORVD	1e-160	234/254(92.13)	458	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.46647	tr|F8SLT7|F8SLT7_HORVD	6e-75	125/159(78.62)	233	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.46759	tr|F2ECV7|F2ECV7_HORVD	0.0	315/336(93.75)	634	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.47072	tr|A0S6X4|A0S6X4_HORVD	1e-113	175/216(81.02)	338	Predicted protein GN=FT2 OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.47104	tr|F2VSI7|F2VSI7_WHEAT	1e-170	246/248(99.19)	496	Gibberellin 2-oxidase 3 isozyme A1 GN=GA2ox3-1 OS=Triticum aestivum (Wheat) PE=2 SV=1
T2_Unigene_BMK.47283	tr|I4IY17|I4IY17_HORVU	0.0	475/487(97.54)	953	Amino acid permease GN=aap1 OS=Hordeum vulgare (Barley) PE=2 SV=1
T2_Unigene_BMK.47331	tr|F2DQE5|F2DQE5_HORVD	3e-85	132/140(94.29)	259	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.47395	tr|F2CXB8|F2CXB8_HORVD	3e-90	139/139(100.00)	268	Histone H2A OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.4744	tr|M0Z588|M0Z588_HORVD	1e-35	75/181(41.44)	134	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.47737	tr|F2DAP7|F2DAP7_HORVD	0.0	530/534(99.25)	1052	Malic enzyme OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.48181	tr|F2EIF7|F2EIF7_HORVD	0.0	274/358(76.54)	550	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.48408	tr|F2CST7|F2CST7_HORVD	1e-158	230/258(89.15)	457	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.48456	tr|M0UDV2|M0UDV2_HORVD	2e-96	155/186(83.33)	301	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.48466	tr|M0V1U3|M0V1U3_HORVD	1e-158	217/218(99.54)	444	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.48570	tr|K3YJ54|K3YJ54_SETIT	3e-47	134/265(50.57)	169	Uncharacterized protein GN=Si014273m.g OS=Setaria italica (Foxtail millet) PE=4 SV=1
T2_Unigene_BMK.49034	tr|F2DRK8|F2DRK8_HORVD	0.0	436/459(94.99)	914	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.49316	tr|F2CX56|F2CX56_HORVD	0.0	272/278(97.84)	533	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.49447	tr|Q5DM36|Q5DM36_WHEAT	1e-171	240/313(76.68)	488	NAC domain transcription factor GN=NAC69-1 OS=Triticum aestivum (Wheat) PE=2 SV=1
T1_Unigene_BMK.176	tr|M0V223|M0V223_HORVD	0.0	448/727(61.62)	847	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.49831	tr|M0YVT6|M0YVT6_HORVD	1e-120	190/255(74.51)	367	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.49895	tr|F2DX39|F2DX39_HORVD	1e-154	224/238(94.12)	446	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.50115	tr|Q84VJ1|Q84VJ1_WHEAT	0.0	293/326(89.88)	563	Biostress-resistance-related protein (Fragment) OS=Triticum aestivum (Wheat) PE=2 SV=1
T2_Unigene_BMK.50138	tr|F2DIE9|F2DIE9_HORVD	0.0	251/280(89.64)	515	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.50237	tr|K7XPR4|K7XPR4_WHEAT	0.0	267/291(91.75)	548	Beta-carotene hydroxylase D1 OS=Triticum aestivum (Wheat) PE=4 SV=1
T2_Unigene_BMK.50416	tr|M0WI23|M0WI23_HORVD	0.0	362/402(90.05)	671	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.50666	tr|F2DJJ5|F2DJJ5_HORVD	0.0	264/313(84.35)	547	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.50731	tr|Q43665|Q43665_WHEAT	8e-62	86/89(96.63)	192	Wali5 protein GN=wali5 OS=Triticum aestivum (Wheat) PE=4 SV=1
T2_Unigene_BMK.50808	tr|F2CS69|F2CS69_HORVD	0.0	547/560(97.68)	1105	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.51005	tr|F2D5J7|F2D5J7_HORVD	1e-164	231/249(92.77)	468	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.51093	tr|M0XDQ6|M0XDQ6_HORVD	2e-65	89/93(95.70)	201	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.51189	tr|M0YLN6|M0YLN6_HORVD	0.0	546/577(94.63)	1092	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.52592	tr|F2D386|F2D386_HORVD	1e-167	229/292(78.42)	476	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.52632	tr|M0X0K6|M0X0K6_HORVD	0.0	356/393(90.59)	682	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.52905	tr|F2E8I4|F2E8I4_HORVD	0.0	447/483(92.55)	889	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.53370	tr|I7EVX3|I7EVX3_HORVU	0.0	398/412(96.60)	770	Mn-specific cation diffusion facilitator transporter MTP8.2 GN=MTP8.2 OS=Hordeum vulgare (Barley) PE=2 SV=1
T2_Unigene_BMK.53387	tr|M0WTD6|M0WTD6_HORVD	0.0	247/260(95.00)	495	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.53737	tr|F2D5K9|F2D5K9_HORVD	0.0	354/370(95.68)	717	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.53864	tr|F2DVB9|F2DVB9_HORVD	0.0	327/372(87.90)	605	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.54429	tr|F2DAN8|F2DAN8_HORVD	1e-157	213/214(99.53)	444	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.54483	tr|M0W5T6|M0W5T6_HORVD	0.0	523/535(97.76)	1079	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.54562	tr|A8DNN6|A8DNN6_WHEAT	0.0	303/313(96.81)	617	Cinnamoyl-CoA reductase OS=Triticum aestivum (Wheat) PE=2 SV=1
T2_Unigene_BMK.54736	tr|F2CQ52|F2CQ52_HORVD	0.0	407/420(96.90)	793	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.55252	tr|D0V4I0|D0V4I0_AEGCO	0.0	302/312(96.79)	619	Dehydration responsive factor 1.3 (Fragment) GN=DRF1 OS=Aegilops columnaris (Goatgrass) PE=4 SV=1
T2_Unigene_BMK.55598	tr|M0YE87|M0YE87_HORVD	0.0	303/338(89.64)	617	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.55671	tr|Q5XUV2|Q5XUV2_WHEAT	1e-146	217/219(99.09)	426	Leucine-rich repeat protein OS=Triticum aestivum (Wheat) PE=2 SV=1
T2_Unigene_BMK.55845	tr|Q7XVH9|Q7XVH9_ORYSJ	0.0	492/779(63.16)	917	Os04g0368800 protein GN=Os04g0368800 OS=Oryza sativa subsp. japonica (Rice) PE=4 SV=2
T2_Unigene_BMK.56001	tr|B6UZ79|B6UZ79_WHEAT	1e-170	255/257(99.22)	501	Ferritin OS=Triticum aestivum (Wheat) PE=2 SV=1
T2_Unigene_BMK.56044	tr|F2EJA0|F2EJA0_HORVD	0.0	443/457(96.94)	897	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.56379	tr|F2E6V4|F2E6V4_HORVD	0.0	514/518(99.23)	1053	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.56486	tr|A1YKG8|A1YKG8_BRASY	2e-28	49/53(92.45)	104	Early nodulin protein GN=57h21.33 OS=Brachypodium sylvaticum (False brome) PE=4 SV=1
T2_Unigene_BMK.56550	tr|M0ZDS3|M0ZDS3_HORVD	0.0	300/371(80.86)	637	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.56973	tr|I1IKL5|I1IKL5_BRADI	0.0	564/616(91.56)	1100	Uncharacterized protein GN=BRADI4G14490 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T2_Unigene_BMK.57082	tr|Q4LB19|Q4LB19_HORVU	0.0	482/485(99.38)	973	Adenosylhomocysteinase GN=ahh2 OS=Hordeum vulgare (Barley) PE=2 SV=1
T2_Unigene_BMK.57676	tr|F6K744|F6K744_WHEAT	0.0	264/266(99.25)	542	Chloroplast light-harvesting chlorophyll a/b binding protein OS=Triticum aestivum (Wheat) PE=2 SV=1
T2_Unigene_BMK.57944	tr|M0YEZ6|M0YEZ6_HORVD	0.0	443/474(93.46)	851	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.58444	tr|Q7F7Z2|Q7F7Z2_ORYSJ	1e-105	175/250(70.00)	314	Uncharacterized protein GN=Os01g0159800 OS=Oryza sativa subsp. japonica (Rice) PE=4 SV=1
T2_Unigene_BMK.58467	tr|F2DZF5|F2DZF5_HORVD	0.0	276/279(98.92)	564	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.58469	tr|F2CYR7|F2CYR7_HORVD	0.0	421/444(94.82)	876	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.58788	tr|G8GKP8|G8GKP8_AEGSP	0.0	485/493(98.38)	989	Vacuolar processing enzyme 2 OS=Aegilops speltoides (Goatgrass) PE=2 SV=1
T2_Unigene_BMK.59153	tr|M0V5I3|M0V5I3_HORVD	3e-77	123/133(92.48)	241	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.59418	tr|M0UM61|M0UM61_HORVD	0.0	428/437(97.94)	865	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.59436	tr|Q2MJU2|Q2MJU2_WHEAT	0.0	442/489(90.39)	868	Cadmium tolerance factor OS=Triticum aestivum (Wheat) PE=2 SV=1
T2_Unigene_BMK.59491	tr|F2DYQ7|F2DYQ7_HORVD	0.0	316/354(89.27)	639	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.59710	tr|I1HBB3|I1HBB3_BRADI	8e-37	62/94(65.96)	129	Uncharacterized protein GN=BRADI2G01050 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T2_Unigene_BMK.60450	tr|M0XA32|M0XA32_HORVD	0.0	548/662(82.78)	1124	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.60988	tr|M0V7W8|M0V7W8_HORVD	0.0	454/515(88.16)	909	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.61198	tr|F2DTJ0|F2DTJ0_HORVD	0.0	717/759(94.47)	1435	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.61457	tr|F2DQH1|F2DQH1_HORVD	0.0	684/840(81.43)	1387	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.61674	tr|Q0PG36|Q0PG36_WHEAT	0.0	522/522(100.00)	1050	Glucose-1-phosphate adenylyltransferase OS=Triticum aestivum (Wheat) PE=2 SV=1
T2_Unigene_BMK.61917	tr|M0YLQ4|M0YLQ4_HORVD	5e-57	99/107(92.52)	197	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.61918	tr|M0YLQ3|M0YLQ3_HORVD	0.0	877/937(93.60)	1740	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.63554	tr|C0PJF1|C0PJF1_MAIZE	3e-13	104/413(25.18)	76.6	Uncharacterized protein OS=Zea mays (Maize) PE=2 SV=1
T2_Unigene_BMK.7305	tr|F2DXH6|F2DXH6_HORVD	2e-84	128/138(92.75)	269	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.8827	tr|A3ASW0|A3ASW0_ORYSJ	2e-88	126/185(68.11)	278	Putative uncharacterized protein GN=OsJ_14448 OS=Oryza sativa subsp. japonica (Rice) PE=4 SV=1
T3_Unigene_BMK.10221	tr|M0YLV5|M0YLV5_HORVD	1e-132	191/211(90.52)	387	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.10353	tr|M0YDK9|M0YDK9_HORVD	0.0	333/490(67.96)	627	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.10436	tr|M0X9M0|M0X9M0_HORVD	1e-144	209/233(89.70)	412	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.10446	tr|F2DH57|F2DH57_HORVD	0.0	596/606(98.35)	1215	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.10483	tr|F2EFQ3|F2EFQ3_HORVD	1e-103	140/156(89.74)	310	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.10528	tr|F2E2Z8|F2E2Z8_HORVD	0.0	575/638(90.13)	1170	Lipoxygenase OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.10529	tr|M0XW65|M0XW65_HORVD	0.0	338/357(94.68)	692	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.11063	tr|F2DM48|F2DM48_HORVD	1e-125	182/197(92.39)	361	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.11155	tr|D2KZ11|D2KZ11_WHEAT	0.0	741/756(98.02)	1520	Seed imbibition protein GN=TaSAG6 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.11225	tr|M0W7R3|M0W7R3_HORVD	0.0	543/560(96.96)	1047	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.11237	tr|A6Q0P1|A6Q0P1_WHEAT	0.0	426/437(97.48)	874	Putative acyl transferase 6 GN=acT6 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.11492	tr|F2CQK2|F2CQK2_HORVD	0.0	390/395(98.73)	763	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.1172	tr|F2CQP4|F2CQP4_HORVD	2e-82	125/134(93.28)	251	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.1177	tr|F2EKL4|F2EKL4_HORVD	1e-162	238/248(95.97)	459	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.11909	tr|F2CTJ8|F2CTJ8_HORVD	0.0	720/876(82.19)	1414	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.12031	tr|M0YWG7|M0YWG7_HORVD	0.0	593/614(96.58)	1198	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.12106	tr|Q9FUH4|Q9FUH4_HORVU	0.0	457/467(97.86)	909	Putative nematode-resistance protein GN=Hs1 OS=Hordeum vulgare (Barley) PE=2 SV=1
T3_Unigene_BMK.12264	tr|F2E797|F2E797_HORVD	0.0	419/423(99.05)	835	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.12341	tr|F2EC99|F2EC99_HORVD	0.0	530/549(96.54)	1105	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.12386	tr|F5B4I7|F5B4I7_LOPEL	0.0	345/359(96.10)	683	Stress-related bZIP transcription factor (Fragment) GN=ABF6 OS=Lophopyrum elongatum (Tall wheatgrass) PE=2 SV=1
T3_Unigene_BMK.12601	tr|F2D2K3|F2D2K3_HORVD	0.0	466/477(97.69)	939	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.12637	tr|F2ELY9|F2ELY9_HORVD	1e-70	108/109(99.08)	222	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.12691	tr|F2DZX6|F2DZX6_HORVD	1e-84	126/146(86.30)	256	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.13133	tr|M0VCJ1|M0VCJ1_HORVD	1e-172	234/253(92.49)	483	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.13134	tr|M0Y9I1|M0Y9I1_HORVD	5e-48	75/76(98.68)	157	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.13478	tr|F2CRE4|F2CRE4_HORVD	0.0	470/478(98.33)	946	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.1349	tr|F2DK89|F2DK89_HORVD	0.0	434/454(95.59)	907	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.13494	tr|F2DIP9|F2DIP9_HORVD	0.0	459/477(96.23)	919	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
