#TremblGeneID	Database_ID	E_value	Identity	Score	Annotation
T3_Unigene_BMK.4291	tr|M0WMB5|M0WMB5_HORVD	0.0	360/396(90.91)	701	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.43423	tr|M0VKD9|M0VKD9_HORVD	1e-88	128/145(88.28)	264	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.4510	tr|F2DQP5|F2DQP5_HORVD	0.0	306/314(97.45)	615	Annexin OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.4651	tr|F2CZ61|F2CZ61_HORVD	0.0	362/370(97.84)	705	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.477	tr|M0UU33|M0UU33_HORVD	3e-69	101/105(96.19)	212	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.49434	tr|M0XKL5|M0XKL5_HORVD	1e-15	33/34(97.06)	76.6	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.50080	tr|Q6QAX7|Q6QAX7_WHEAT	8e-63	89/90(98.89)	197	Putative uncharacterized protein wrsi5-1 GN=wrsi5-1 OS=Triticum aestivum (Wheat) PE=4 SV=2
T3_Unigene_BMK.5047	tr|I1HB55|I1HB55_BRADI	1e-96	204/394(51.78)	298	Uncharacterized protein GN=BRADI2G00600 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T3_Unigene_BMK.5152	tr|F2EF47|F2EF47_HORVD	0.0	294/370(79.46)	537	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.51638	tr|M0V3V6|M0V3V6_HORVD	6e-63	97/115(84.35)	196	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.51871	tr|I1ILF3|I1ILF3_BRADI	0.0	287/395(72.66)	594	Uncharacterized protein GN=BRADI4G17230 OS=Brachypodium distachyon (Purple false brome) PE=3 SV=1
T3_Unigene_BMK.5207	tr|M0W274|M0W274_HORVD	0.0	347/368(94.29)	677	Uncharacterized protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.522	tr|J3LWU6|J3LWU6_ORYBR	0.0	303/339(89.38)	632	Uncharacterized protein GN=OB04G16210 OS=Oryza brachyantha PE=4 SV=1
T3_Unigene_BMK.5248	tr|F2D8H2|F2D8H2_HORVD	0.0	378/393(96.18)	726	Cysteine synthase OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.52676	tr|Q6QAX7|Q6QAX7_WHEAT	7e-37	57/85(67.06)	127	Putative uncharacterized protein wrsi5-1 GN=wrsi5-1 OS=Triticum aestivum (Wheat) PE=4 SV=2
T3_Unigene_BMK.5282	tr|F2D1T9|F2D1T9_HORVD	0.0	282/334(84.43)	532	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.53102	tr|Q6QAX7|Q6QAX7_WHEAT	2e-46	66/90(73.33)	153	Putative uncharacterized protein wrsi5-1 GN=wrsi5-1 OS=Triticum aestivum (Wheat) PE=4 SV=2
T3_Unigene_BMK.5344	tr|M0YT03|M0YT03_HORVD	0.0	298/398(74.87)	551	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.54763	tr|Q43663|Q43663_WHEAT	6e-42	59/59(100.00)	139	Wali3 protein GN=wali3 OS=Triticum aestivum (Wheat) PE=4 SV=1
T3_Unigene_BMK.5500	tr|M0XPV0|M0XPV0_HORVD	0.0	286/296(96.62)	622	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.5601	tr|F2DEA8|F2DEA8_HORVD	0.0	360/383(93.99)	725	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.5732	tr|F2DR11|F2DR11_HORVD	0.0	328/359(91.36)	643	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.57347	tr|F2EJL5|F2EJL5_HORVD	1e-91	147/160(91.88)	272	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.57350	tr|F2D2J8|F2D2J8_HORVD	3e-45	77/94(81.91)	150	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.57402	tr|M0XKL5|M0XKL5_HORVD	1e-100	145/192(75.52)	294	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.5760	tr|M0V755|M0V755_HORVD	2e-39	69/90(76.67)	139	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.57628	tr|F2EGA4|F2EGA4_HORVD	4e-44	88/183(48.09)	151	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.5865	tr|Q8GTD0|Q8GTD0_HORVD	2e-43	61/64(95.31)	143	Predicted protein GN=mt2a OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.587	tr|F2E2V8|F2E2V8_HORVD	1e-167	246/253(97.23)	472	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.59805	tr|Q6B4T6|Q6B4T6_HORVD	3e-65	99/113(87.61)	202	Predicted protein GN=Dhn13 OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.5986	tr|I1I762|I1I762_BRADI	6e-42	71/76(93.42)	146	Annexin GN=BRADI3G36240 OS=Brachypodium distachyon (Purple false brome) PE=3 SV=1
T3_Unigene_BMK.60065	tr|Q43655|Q43655_WHEAT	2e-96	142/142(100.00)	283	WCOR719 GN=Wcor719 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.60624	tr|M0WGW6|M0WGW6_HORVD	4e-54	85/87(97.70)	172	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.6074	tr|M0XRZ3|M0XRZ3_HORVD	0.0	416/442(94.12)	818	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.61505	tr|F2DZ51|F2DZ51_HORVD	1e-54	76/78(97.44)	173	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.61543	tr|M0Y075|M0Y075_HORVD	7e-65	96/180(53.33)	202	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.61628	tr|M0Z2D5|M0Z2D5_HORVD	1e-61	94/146(64.38)	197	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.61938	tr|B8Q691|B8Q691_ORYGR	1e-106	155/197(78.68)	307	Glycine-rich cell wall protein OS=Oryza grandiglumis (Wild rice) PE=2 SV=1
T3_Unigene_BMK.6208	tr|F8QMB6|F8QMB6_WHEAT	0.0	326/327(99.69)	676	NAC transcription factor 2B GN=NAC2B OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.62252	tr|M0YLZ6|M0YLZ6_HORVD	7e-93	136/143(95.10)	279	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.62344	tr|M0Y045|M0Y045_HORVD	8e-48	70/77(90.91)	155	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.62395	tr|M0VZB7|M0VZB7_HORVD	0.0	350/380(92.11)	714	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.62404	tr|M0XDM6|M0XDM6_HORVD	1e-120	155/162(95.68)	347	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.62411	tr|C5XHU4|C5XHU4_SORBI	5e-33	50/64(78.12)	118	Putative uncharacterized protein Sb03g045710 GN=Sb03g045710 OS=Sorghum bicolor (Sorghum) PE=4 SV=1
T3_Unigene_BMK.62507	tr|Q6V7C0|Q6V7C0_HORVS	1e-102	149/216(68.98)	302	Dehydrin 5 (Fragment) GN=Dhn5 OS=Hordeum vulgare subsp. spontaneum (Wild barley) PE=3 SV=1
T3_Unigene_BMK.62763	tr|M0YT34|M0YT34_HORVD	2e-97	138/151(91.39)	286	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.62824	tr|F2D2M5|F2D2M5_HORVD	1e-106	153/232(65.95)	313	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.6291	tr|M0V098|M0V098_HORVD	0.0	408/456(89.47)	823	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.63321	tr|F2DKA7|F2DKA7_HORVD	8e-21	50/68(73.53)	95.9	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.63546	tr|M0V968|M0V968_HORVD	8e-94	134/148(90.54)	278	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.63643	tr|F2E2V5|F2E2V5_HORVD	1e-61	94/96(97.92)	192	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.63870	tr|F2EK28|F2EK28_HORVD	2e-73	124/142(87.32)	226	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.63882	tr|F2DKZ5|F2DKZ5_HORVD	1e-116	172/189(91.01)	337	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.63961	tr|I7CT70|I7CT70_HORVU	2e-59	95/102(93.14)	193	ACC oxidase GN=ACO2a OS=Hordeum vulgare (Barley) PE=2 SV=1
T3_Unigene_BMK.64029	tr|P93191|P93191_HORVU	3e-63	93/96(96.88)	194	Nonspecific lipid transfer protein GN=ltp-BR1 OS=Hordeum vulgare (Barley) PE=4 SV=1
T3_Unigene_BMK.6468	tr|G2ZH17|G2ZH17_HORVD	1e-150	213/237(89.87)	432	Uncharacterized protein GN=nac041 OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.64832	tr|D3JUT3|D3JUT3_WHEAT	0.0	298/304(98.03)	627	Xylanase inhibitor protein I OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.65208	tr|J7EJB7|J7EJB7_WHEAT	2e-99	136/137(99.27)	292	Abscisic stress-ripening protein OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.65311	tr|M0X0A6|M0X0A6_HORVD	0.0	315/315(100.00)	636	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.65566	tr|K4A2X7|K4A2X7_SETIT	1e-48	80/105(76.19)	160	Uncharacterized protein GN=Si033229m.g OS=Setaria italica (Foxtail millet) PE=4 SV=1
T3_Unigene_BMK.65687	tr|M0XQR3|M0XQR3_HORVD	2e-91	130/147(88.44)	272	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.65781	tr|F2CV78|F2CV78_HORVD	3e-48	75/91(82.42)	158	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.658	tr|F2DA18|F2DA18_HORVD	1e-147	209/210(99.52)	417	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.66068	tr|F2E3D2|F2E3D2_HORVD	1e-120	172/196(87.76)	347	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.66085	tr|E9P785|E9P785_TRIMO	5e-30	56/72(77.78)	122	Mla1 OS=Triticum monococcum (Einkorn wheat) PE=4 SV=1
T3_Unigene_BMK.66114	tr|Q2PCC7|Q2PCC7_WHEAT	2e-63	96/96(100.00)	200	Type 2 non specific lipid transfer protein (Precursor) GN=ltp7.1c OS=Triticum aestivum (Wheat) PE=4 SV=1
T3_Unigene_BMK.66234	tr|J9T0L6|J9T0L6_WHEAT	7e-70	109/115(94.78)	213	Non-specific lipid-transfer protein GN=LTP5 OS=Triticum aestivum (Wheat) PE=3 SV=1
T3_Unigene_BMK.66377	tr|M0VP27|M0VP27_HORVD	1e-51	90/106(84.91)	169	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.66920	tr|F5ANJ5|F5ANJ5_ELAGV	8e-89	132/132(100.00)	263	Pathogen-related protein 10 OS=Elaeis guineensis var. tenera (Oil palm) PE=3 SV=1
T3_Unigene_BMK.66930	tr|F2DW71|F2DW71_HORVD	0.0	245/285(85.96)	520	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.66998	tr|I1H0X8|I1H0X8_BRADI	1e-129	175/223(78.48)	374	Uncharacterized protein GN=BRADI1G49010 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T3_Unigene_BMK.67000	tr|M0X7P1|M0X7P1_HORVD	1e-105	142/144(98.61)	306	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.67043	tr|F2DFU7|F2DFU7_HORVD	2e-73	112/118(94.92)	223	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.67087	tr|M0UU90|M0UU90_HORVD	2e-48	78/89(87.64)	156	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.67092	tr|Q68HV7|Q68HV7_TRIDB	6e-53	75/75(100.00)	169	Metallothionein OS=Triticum durum (Durum wheat) PE=4 SV=1
T3_Unigene_BMK.67130	tr|M0V4A2|M0V4A2_HORVD	5e-31	54/56(96.43)	111	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.67143	tr|Q6B6M0|Q6B6M0_HORVU	0.0	346/348(99.43)	706	UDP-D-glucuronate decarboxylase GN=UXS1 OS=Hordeum vulgare (Barley) PE=2 SV=1
T3_Unigene_BMK.67200	tr|F2DDD8|F2DDD8_HORVD	6e-59	84/86(97.67)	185	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.67241	tr|B5M699|B5M699_HORVU	0.0	307/330(93.03)	608	Isoflavone reductase OS=Hordeum vulgare (Barley) PE=2 SV=1
T3_Unigene_BMK.67298	tr|Q657G1|Q657G1_ORYSJ	3e-35	60/73(82.19)	127	cDNA clone:J033125L13, full insert sequence GN=Os01g0111900 OS=Oryza sativa subsp. japonica (Rice) PE=2 SV=1
T3_Unigene_BMK.67505	tr|M0W8S8|M0W8S8_HORVD	0.0	277/279(99.28)	548	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.67660	tr|F2E3S0|F2E3S0_HORVD	7e-87	125/130(96.15)	259	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.67764	tr|F2D7L7|F2D7L7_HORVD	1e-116	181/197(91.88)	343	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.67814	tr|B6SNP3|B6SNP3_MAIZE	2e-92	142/152(93.42)	277	Putative uncharacterized protein OS=Zea mays (Maize) PE=2 SV=1
T3_Unigene_BMK.67901	tr|M0Z9N7|M0Z9N7_HORVD	6e-78	119/152(78.29)	234	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.67943	tr|O65216|O65216_WHEAT	8e-97	151/262(57.63)	291	COR39 GN=cor39 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.67952	tr|M0VVT3|M0VVT3_HORVD	1e-107	158/165(95.76)	313	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.6831	tr|B5AAU1|B5AAU1_HORVD	0.0	297/317(93.69)	580	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.68511	tr|C8CBK4|C8CBK4_WHEAT	0.0	363/363(100.00)	736	SNF1-type serine-threonine protein kinase GN=SnRK2.4 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.68513	tr|F2DDC7|F2DDC7_HORVD	6e-50	81/84(96.43)	167	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.68548	tr|M0Y240|M0Y240_HORVD	0.0	406/509(79.76)	808	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.68597	tr|F2CV50|F2CV50_HORVD	1e-157	223/268(83.21)	448	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.68817	tr|F2D3S4|F2D3S4_HORVD	4e-85	131/153(85.62)	266	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.6918	tr|F2DI16|F2DI16_HORVD	0.0	478/511(93.54)	974	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.69256	tr|Q8GTB8|Q8GTB8_WHEAT	1e-138	203/213(95.31)	413	Glutathione transferase F5 GN=gstf5 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.69360	tr|Q6B6M1|Q6B6M1_HORVU	0.0	401/408(98.28)	821	UDP-D-glucuronate decarboxylase GN=UXS4 OS=Hordeum vulgare (Barley) PE=2 SV=1
T3_Unigene_BMK.69374	tr|I1H4W5|I1H4W5_BRADI	1e-173	251/305(82.30)	490	Uncharacterized protein GN=BRADI1G60762 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T3_Unigene_BMK.69472	tr|F2DKE9|F2DKE9_HORVD	1e-100	165/196(84.18)	298	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.69526	tr|F2CTJ0|F2CTJ0_HORVD	1e-133	190/190(100.00)	384	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.69537	tr|A7UHA4|A7UHA4_9POAL	1e-138	194/226(85.84)	398	Glutathione S-transferase GN=gst OS=Dasypyrum villosum PE=2 SV=1
T3_Unigene_BMK.69661	tr|M0XIN7|M0XIN7_HORVD	1e-131	194/211(91.94)	390	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.69862	tr|M0YFJ6|M0YFJ6_HORVD	1e-145	205/234(87.61)	411	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.69955	tr|F2E5I4|F2E5I4_HORVD	5e-76	116/127(91.34)	244	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.70095	tr|M0X417|M0X417_HORVD	1e-142	200/211(94.79)	406	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.70096	tr|I1HAE3|I1HAE3_BRADI	1e-159	235/328(71.65)	460	Uncharacterized protein GN=BRADI1G77140 OS=Brachypodium distachyon (Purple false brome) PE=3 SV=1
T3_Unigene_BMK.70128	tr|F2E7N2|F2E7N2_HORVD	1e-129	191/212(90.09)	372	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.70314	tr|M0YRE6|M0YRE6_HORVD	1e-172	251/287(87.46)	490	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.70317	tr|M0XHK9|M0XHK9_HORVD	2e-82	137/149(91.95)	273	Uncharacterized protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.7033	tr|M0XP18|M0XP18_HORVD	0.0	515/556(92.63)	1024	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.7035	tr|M0Y8J7|M0Y8J7_HORVD	0.0	305/334(91.32)	593	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.70391	tr|F2CW17|F2CW17_HORVD	1e-134	202/262(77.10)	392	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.7083	tr|K3Y7Z9|K3Y7Z9_SETIT	0.0	282/382(73.82)	532	Uncharacterized protein GN=Si010340m.g OS=Setaria italica (Foxtail millet) PE=3 SV=1
T3_Unigene_BMK.7153	tr|M0Z6K2|M0Z6K2_HORVD	0.0	204/239(85.36)	414	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.7218	tr|M0XKJ0|M0XKJ0_HORVD	1e-166	255/285(89.47)	476	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.7434	tr|F2DQ23|F2DQ23_HORVD	0.0	701/704(99.57)	1378	Phenylalanine ammonia-lyase OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.7572	tr|F2D4V3|F2D4V3_HORVD	0.0	286/311(91.96)	594	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.769	tr|F2DLE6|F2DLE6_HORVD	1e-140	169/180(93.89)	397	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.7691	tr|Q7XY15|Q7XY15_WHEAT	0.0	373/383(97.39)	739	Glucose-6-phosphate/phosphate translocator OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.7693	tr|D7R603|D7R603_WHEAT	0.0	427/428(99.77)	903	Putative calreticulin GN=CRT1 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.8424	tr|D8L9S2|D8L9S2_WHEAT	0.0	485/487(99.59)	973	Glutamate decarboxylase, putative, expressed GN=gad1 OS=Triticum aestivum (Wheat) PE=3 SV=1
T3_Unigene_BMK.8453	tr|J7QBL7|J7QBL7_HORVU	0.0	428/456(93.86)	825	Putative aromatic and neutral amino acid transporter GN=HvANT3 OS=Hordeum vulgare (Barley) PE=2 SV=1
T3_Unigene_BMK.846	tr|M0UIR3|M0UIR3_HORVD	4e-33	57/58(98.28)	119	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.8491	tr|F2CT91|F2CT91_HORVD	1e-126	174/175(99.43)	362	Ribulose bisphosphate carboxylase small chain OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.8498	tr|Q4JEV5|Q4JEV5_WHEAT	0.0	462/493(93.71)	936	Pore-forming toxin-like protein Hfr-2 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.8504	tr|F2D183|F2D183_HORVD	0.0	366/385(95.06)	710	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.8822	tr|F2DWA1|F2DWA1_HORVD	0.0	444/458(96.94)	884	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.8854	tr|A7YJG5|A7YJG5_WHEAT	1e-102	163/164(99.39)	315	MADS10 protein OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.8856	tr|Q7XY26|Q7XY26_WHEAT	0.0	353/355(99.44)	723	EREBP transcription factor OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.8983	tr|F2CXY0|F2CXY0_HORVD	0.0	318/328(96.95)	657	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.8996	tr|A6XMY5|A6XMY5_TRIMO	0.0	510/510(100.00)	1009	Serine hydroxymethyltransferase OS=Triticum monococcum (Einkorn wheat) PE=2 SV=1
T3_Unigene_BMK.9107	tr|F2D5H7|F2D5H7_HORVD	0.0	539/582(92.61)	1067	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.9197	tr|F2DLH8|F2DLH8_HORVD	0.0	395/430(91.86)	769	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.9248	tr|K7VD27|K7VD27_MAIZE	1e-169	232/245(94.69)	483	Sucrose synthase1 GN=ZEAMMB73_713004 OS=Zea mays (Maize) PE=4 SV=1
T3_Unigene_BMK.9323	tr|F2D692|F2D692_HORVD	0.0	272/276(98.55)	562	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.9584	tr|M0UR04|M0UR04_HORVD	1e-29	56/61(91.80)	115	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.9681	tr|M0YEG5|M0YEG5_HORVD	0.0	383/415(92.29)	815	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.969	tr|F2EDZ1|F2EDZ1_HORVD	1e-132	180/196(91.84)	380	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.9696	tr|P93613|P93613_WHEAT	1e-145	204/210(97.14)	414	Cold acclimation protein WCOR413 GN=Wcor413 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.9753	tr|F2DJ49|F2DJ49_HORVD	0.0	501/506(99.01)	1009	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.993	tr|P93608|P93608_WHEAT	1e-180	256/260(98.46)	506	Cold acclimation protein WCOR410c GN=Wcor410c OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.9995	tr|F2DIS0|F2DIS0_HORVD	0.0	613/628(97.61)	1258	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
